n,av,av/n,av/n^2,av/nlogn
12800,21329.1,1.6663359375,0.0001301824951171875,0.12213086346870333
12900,21496.466666666667,1.6663927648578811,0.00012917773370991326,0.12203460868954953
13000,21663.166666666668,1.666397435897436,0.00012818441814595663,0.12193546919438969
13100,21830.233333333334,1.6664300254452926,0.00012720839888895363,0.12183929289853285
13200,21996.733333333334,1.666419191919192,0.00012624387817569636,0.12174084738991886
13300,22163.3,1.6664135338345865,0.00012529425066425462,0.12164367259996416
13400,22329.933333333334,1.6664129353233832,0.0001243591742778644,0.1215477442912412
13500,22496.033333333333,1.6663728395061728,0.0001234350251486054,0.12144979964510241
13600,22663.066666666666,1.6664019607843137,0.00012252955594002307,0.12135774844493684
13700,22829.933333333334,1.666418491484185,0.00012163638623972153,0.12126561200402579
13800,22996.833333333332,1.6664371980676327,0.0001207563187005531,0.12117445269269317
13900,23163.166666666668,1.6664148681055158,0.00011988596173420976,0.12108111718293428
14000,23330.3,1.66645,0.00011903214285714286,0.1209927508165289
14100,23496.233333333334,1.6663995271867613,0.00011818436363026676,0.1208989520253266
14200,23663.333333333332,1.666431924882629,0.00011735436090722739,0.12081193633874958
14300,23830.466666666667,1.6664662004662005,0.00011653609793469934,0.12072581100000375
14400,23996.6,1.6664305555555554,0.00011572434413580246,0.12063536641329539
14500,24163.3,1.6664344827586206,0.00011492651605231867,0.12054852270929016
14600,24329.766666666666,1.6664223744292237,0.00011413851879652218,0.1204612427239421
14700,24496.866666666665,1.666453514739229,0.00011336418467613802,0.12037780039769645
14800,24663.566666666666,1.6664572072072072,0.00011259845994643292,0.12029307513432287
14900,24829.833333333332,1.6664317673378075,0.00011184105821059111,0.12020693911821875
15000,24996.2,1.6664133333333333,0.00011109422222222222,0.12012199144833038
15100,25163.433333333334,1.6664525386313467,0.00011036109527359912,0.12004186833415238
15200,25330.433333333334,1.6664758771929826,0.00010963657086795938,0.11996126003652864
15300,25497.233333333334,1.6664858387799564,0.0001089206430575135,0.1198803383990495
15400,25663.133333333335,1.6664372294372296,0.0001082102097037162,0.11979584708815036
15500,25829.366666666665,1.666410752688172,0.00010751037114117238,0.11971358302617738
15600,25996.2,1.666423076923077,0.00010682199211045366,0.11963473058190917
